time,type,count
2016-04-19,PublicEvent,883
2016-04-19,PushEvent,526739
2016-04-19,ReleaseEvent,3711
2016-04-19,WatchEvent,89045
2016-04-19,IssuesEvent,43673
2016-04-19,MemberEvent,7322
2016-04-19,IssueCommentEvent,94066
2016-04-19,PullRequestEvent,63252
2016-04-19,DeleteEvent,24812
2016-04-19,CommitCommentEvent,3229
2016-04-19,GollumEvent,7142
2016-04-19,PullRequestReviewCommentEvent,21960
2016-04-20,CreateEvent,138568
2016-04-20,ForkEvent,31422
2016-04-20,DeleteEvent,26991
2016-04-20,ReleaseEvent,3313
2016-04-20,PublicEvent,810
2016-04-20,IssuesEvent,40462
2016-04-20,CommitCommentEvent,3299
2016-04-20,GollumEvent,7176
2016-04-20,PushEvent,527667
2016-04-20,PullRequestEvent,65014
2016-04-20,WatchEvent,84341
2016-04-20,IssueCommentEvent,90054
2016-04-20,MemberEvent,7124
2016-04-20,PullRequestReviewCommentEvent,22029
2016-04-21,IssueCommentEvent,89753
2016-04-21,CreateEvent,136691
2016-04-21,DeleteEvent,29320
2016-04-21,MemberEvent,6948
2016-04-21,ForkEvent,31011
2016-04-21,PullRequestReviewCommentEvent,20301
2016-04-21,ReleaseEvent,3543
2016-04-21,PullRequestEvent,63626
2016-04-21,PushEvent,512261
2016-04-21,IssuesEvent,41361
2016-04-21,GollumEvent,7707
2016-04-21,PublicEvent,781
2016-04-21,WatchEvent,82671
2016-04-21,CommitCommentEvent,3397
2016-04-22,IssueCommentEvent,81652
2016-04-22,PullRequestEvent,59866
2016-04-22,MemberEvent,6683
2016-04-22,PublicEvent,807
2016-04-22,PullRequestReviewCommentEvent,18735
2016-04-22,IssuesEvent,37551
2016-04-22,CommitCommentEvent,2971
2016-04-22,GollumEvent,7036
2016-04-22,ForkEvent,29027
2016-04-22,CreateEvent,128094
2016-04-22,DeleteEvent,26162
2016-04-22,ReleaseEvent,3476
2016-04-22,PushEvent,482920
2016-04-22,WatchEvent,78626
2016-04-23,ForkEvent,18897
2016-04-23,GollumEvent,4371
2016-04-23,CreateEvent,87931
2016-04-23,PublicEvent,482
2016-04-23,IssueCommentEvent,41362
2016-04-23,MemberEvent,4297
2016-04-23,IssuesEvent,21377
2016-04-23,CommitCommentEvent,1650
2016-04-23,ReleaseEvent,1894
2016-04-23,WatchEvent,50613
2016-04-23,DeleteEvent,15703
2016-04-23,PullRequestReviewCommentEvent,6459
2016-04-23,PullRequestEvent,34312
2016-04-23,PushEvent,348284
2016-04-24,MemberEvent,3421
2016-04-24,WatchEvent,51744
2016-04-24,PublicEvent,542
2016-04-24,IssuesEvent,22016
2016-04-24,ReleaseEvent,1977
2016-04-24,CommitCommentEvent,1639
2016-04-24,PullRequestReviewCommentEvent,7169
2016-04-24,PushEvent,378202
2016-04-24,ForkEvent,18032
2016-04-24,CreateEvent,89288
2016-04-24,IssueCommentEvent,40607
2016-04-24,GollumEvent,4514
2016-04-24,DeleteEvent,15557
2016-04-24,PullRequestEvent,34244
2016-04-25,CommitCommentEvent,3304
2016-04-25,IssueCommentEvent,86019
2016-04-25,CreateEvent,133924
2016-04-25,PushEvent,532630
2016-04-25,ReleaseEvent,3281
2016-04-25,PullRequestEvent,60789
2016-04-25,PullRequestReviewCommentEvent,20474
2016-04-25,MemberEvent,7228
2016-04-25,GollumEvent,7079
2016-04-25,PublicEvent,823
2016-04-25,DeleteEvent,25868
2016-04-25,IssuesEvent,40290
2016-04-25,WatchEvent,81290
2016-04-25,ForkEvent,29545
2016-04-26,CommitCommentEvent,3346
2016-04-26,WatchEvent,83941
2016-04-26,PullRequestReviewCommentEvent,21214
2016-04-26,IssuesEvent,40445
2016-04-26,MemberEvent,6442
2016-04-26,PushEvent,543882
2016-04-26,PublicEvent,875
2016-04-26,IssueCommentEvent,92069
2016-04-26,GollumEvent,7573
2016-04-26,CreateEvent,136805
2016-04-26,DeleteEvent,27282
2016-04-26,PullRequestEvent,64955
2016-04-26,ReleaseEvent,3747
2016-04-26,ForkEvent,31546
2016-04-27,ReleaseEvent,3892
2016-04-27,MemberEvent,6662
2016-04-27,CreateEvent,139118
2016-04-27,DeleteEvent,30395
2016-04-27,CommitCommentEvent,3129
2016-04-27,PublicEvent,938
2016-04-27,PullRequestReviewCommentEvent,20263
2016-04-27,WatchEvent,82982
2016-04-27,ForkEvent,31688
2016-04-27,PushEvent,555206
2016-04-27,PullRequestEvent,64335
2016-04-27,GollumEvent,7523
2016-04-27,IssuesEvent,40039
2016-04-27,IssueCommentEvent,90750
2016-04-28,MemberEvent,6084
2016-04-28,IssueCommentEvent,89780
2016-04-28,GollumEvent,6843
2016-04-28,WatchEvent,82423
2016-04-28,ForkEvent,29559
2016-04-28,PullRequestReviewCommentEvent,19479
2016-04-28,DeleteEvent,33788
2016-04-28,CreateEvent,142979
2016-04-28,PublicEvent,868
2016-04-28,IssuesEvent,42090
2016-04-28,PullRequestEvent,62255
2016-04-28,CommitCommentEvent,3026
2016-04-28,PushEvent,550154
2016-04-28,ReleaseEvent,3661
2016-04-29,MemberEvent,5418
2016-04-29,IssueCommentEvent,81191
2016-04-29,GollumEvent,6584
2016-04-29,PushEvent,520076
2016-04-29,CreateEvent,131585
2016-04-29,PublicEvent,806
2016-04-29,IssuesEvent,36634
2016-04-29,PullRequestEvent,57614
2016-04-29,WatchEvent,72095
2016-04-29,ForkEvent,27209
2016-04-29,CommitCommentEvent,2760
2016-04-29,DeleteEvent,31199
2016-04-29,ReleaseEvent,3507
2016-04-29,PullRequestReviewCommentEvent,17921
2016-04-30,MemberEvent,3261
2016-04-30,PublicEvent,686
2016-04-30,PullRequestEvent,31951
2016-04-30,WatchEvent,43643
2016-04-30,GollumEvent,3956
2016-04-30,PullRequestReviewCommentEvent,6446
2016-04-30,ForkEvent,15836
2016-04-30,IssuesEvent,20362
2016-04-30,ReleaseEvent,1915
2016-04-30,IssueCommentEvent,40202
2016-04-30,DeleteEvent,22506
2016-04-30,CommitCommentEvent,1545
2016-04-30,CreateEvent,86108
2016-04-30,PushEvent,353679
2016-05-01,MemberEvent,2901
2016-05-01,DeleteEvent,14524
2016-05-01,PublicEvent,481
2016-05-01,IssuesEvent,337726
2016-05-01,WatchEvent,42411
2016-05-01,CreateEvent,295190
2016-05-01,CommitCommentEvent,1793
2016-05-01,PullRequestEvent,30120
2016-05-01,ForkEvent,15521
2016-05-01,IssueCommentEvent,38950
2016-05-01,PushEvent,356269
2016-05-01,GollumEvent,3933
2016-05-01,ReleaseEvent,1959
2016-05-01,PullRequestReviewCommentEvent,6106
2016-05-02,GollumEvent,5990
2016-05-02,IssueCommentEvent,75105
2016-05-02,ReleaseEvent,3011
2016-05-02,PublicEvent,731
2016-05-02,CreateEvent,117192
2016-05-02,DeleteEvent,21356
2016-05-02,PullRequestEvent,53848
2016-05-02,PullRequestReviewCommentEvent,15640
2016-05-02,IssuesEvent,32640
2016-05-02,MemberEvent,5974
2016-05-02,PushEvent,486438
2016-05-02,WatchEvent,58264
2016-05-02,CommitCommentEvent,2375
2016-05-02,ForkEvent,22700
2016-05-03,PublicEvent,871
2016-05-03,ReleaseEvent,3189
2016-05-03,GollumEvent,6959
2016-05-03,PullRequestReviewCommentEvent,19020
2016-05-03,ForkEvent,28866
2016-05-03,MemberEvent,6396
2016-05-03,CreateEvent,128310
2016-05-03,IssueCommentEvent,87107
2016-05-03,CommitCommentEvent,2670
2016-05-03,PushEvent,529647
2016-05-03,WatchEvent,77801
2016-05-03,PullRequestEvent,63194
2016-05-03,IssuesEvent,38471
2016-05-03,DeleteEvent,25032
2016-05-04,MemberEvent,6201
2016-05-04,IssuesEvent,39893
2016-05-04,PullRequestEvent,60876
2016-05-04,PushEvent,527408
2016-05-04,WatchEvent,79833
2016-05-04,CommitCommentEvent,2905
2016-05-04,PullRequestReviewCommentEvent,19012
2016-05-04,IssueCommentEvent,87784
2016-05-04,ForkEvent,29829
2016-05-04,ReleaseEvent,3279
2016-05-04,CreateEvent,129196
2016-05-04,GollumEvent,7177
2016-05-04,DeleteEvent,24271
2016-05-04,PublicEvent,799
2016-05-05,CreateEvent,116765
2016-05-05,MemberEvent,5720
2016-05-05,PullRequestEvent,52870
2016-05-05,PublicEvent,787
2016-05-05,IssueCommentEvent,75157
2016-05-05,DeleteEvent,19212
2016-05-05,GollumEvent,7006
2016-05-05,WatchEvent,76809
2016-05-05,ForkEvent,28325
2016-05-05,PushEvent,494242
2016-05-05,IssuesEvent,37282
2016-05-05,CommitCommentEvent,2572
2016-05-05,ReleaseEvent,3059
2016-05-05,PullRequestReviewCommentEvent,16892
2016-05-06,WatchEvent,72385
2016-05-06,IssueCommentEvent,74290
2016-05-06,DeleteEvent,19667
2016-05-06,ReleaseEvent,2851
2016-05-06,PushEvent,438857
2016-05-06,PublicEvent,679
2016-05-06,PullRequestEvent,52345
2016-05-06,MemberEvent,6509
2016-05-06,IssuesEvent,36640
2016-05-06,PullRequestReviewCommentEvent,16467
2016-05-06,CreateEvent,112959
2016-05-06,GollumEvent,6513
2016-05-06,CommitCommentEvent,2558
2016-05-06,ForkEvent,27576
2016-05-07,PublicEvent,468
2016-05-07,PullRequestEvent,28102
2016-05-07,IssueCommentEvent,36664
2016-05-07,MemberEvent,3065
2016-05-07,CreateEvent,75110
2016-05-07,ReleaseEvent,1790
2016-05-07,CommitCommentEvent,1392
2016-05-07,PullRequestReviewCommentEvent,5687
2016-05-07,DeleteEvent,11853
2016-05-07,ForkEvent,17511
2016-05-07,GollumEvent,4491
2016-05-07,PushEvent,312653
2016-05-07,WatchEvent,48714
2016-05-07,IssuesEvent,20256
2016-05-08,GollumEvent,5523
2016-05-08,PullRequestEvent,26967
2016-05-08,PushEvent,333642
2016-05-08,WatchEvent,78587
2016-05-08,CommitCommentEvent,2153
2016-05-08,ForkEvent,16682
2016-05-08,DeleteEvent,13114
2016-05-08,IssuesEvent,20036
2016-05-08,ReleaseEvent,2019
2016-05-08,PublicEvent,511
2016-05-08,IssueCommentEvent,36200
2016-05-08,PullRequestReviewCommentEvent,5466
2016-05-08,CreateEvent,90482
2016-05-08,MemberEvent,2435
2016-05-09,GollumEvent,6674
2016-05-09,IssueCommentEvent,81340
2016-05-09,WatchEvent,106154
2016-05-09,CreateEvent,123309
2016-05-09,MemberEvent,6102
2016-05-09,IssuesEvent,37131
2016-05-09,CommitCommentEvent,2815
2016-05-09,ReleaseEvent,2963
2016-05-09,DeleteEvent,24773
2016-05-09,PullRequestReviewCommentEvent,18677
2016-05-09,PushEvent,522004
2016-05-09,PullRequestEvent,55495
2016-05-09,PublicEvent,782
2016-05-09,ForkEvent,28327
2016-05-10,CommitCommentEvent,3096
2016-05-10,WatchEvent,81037
2016-05-10,PullRequestEvent,61604
2016-05-10,ForkEvent,31371
2016-05-10,IssuesEvent,40124
2016-05-10,PublicEvent,885
2016-05-10,GollumEvent,6635
2016-05-10,ReleaseEvent,3275
2016-05-10,CreateEvent,129271
2016-05-10,DeleteEvent,22605
2016-05-10,MemberEvent,7080
2016-05-10,PullRequestReviewCommentEvent,19800
2016-05-10,PushEvent,540979
2016-05-10,IssueCommentEvent,86910
2016-05-11,DeleteEvent,22166
2016-05-11,ForkEvent,30080
2016-05-11,ReleaseEvent,3243
2016-05-11,PullRequestEvent,59505
2016-05-11,PublicEvent,1079
2016-05-11,MemberEvent,14539
2016-05-11,CreateEvent,128377
2016-05-11,PullRequestReviewCommentEvent,20148
2016-05-11,PushEvent,534810
2016-05-11,CommitCommentEvent,3337
2016-05-11,WatchEvent,82020
2016-05-11,GollumEvent,6981
2016-05-11,IssueCommentEvent,87623
2016-05-11,IssuesEvent,41268
2016-05-12,PullRequestEvent,58831
2016-05-12,CommitCommentEvent,3062
2016-05-12,ReleaseEvent,3318
2016-05-12,IssueCommentEvent,85941
2016-05-12,ForkEvent,31210
2016-05-12,GollumEvent,6908
2016-05-12,MemberEvent,7587
2016-05-12,CreateEvent,125000
2016-05-12,PushEvent,532292
2016-05-12,PublicEvent,887
2016-05-12,DeleteEvent,21969
2016-05-12,IssuesEvent,42264
2016-05-12,WatchEvent,84762
2016-05-12,PullRequestReviewCommentEvent,20097
2016-05-13,IssueCommentEvent,79851
2016-05-13,MemberEvent,6249
2016-05-13,IssuesEvent,38848
2016-05-13,CommitCommentEvent,3030
2016-05-13,DeleteEvent,21093
2016-05-13,WatchEvent,80130
2016-05-13,CreateEvent,118580
2016-05-13,ForkEvent,29018
2016-05-13,PullRequestEvent,54138
2016-05-13,GollumEvent,6292
2016-05-13,ReleaseEvent,3128
2016-05-13,PullRequestReviewCommentEvent,17976
2016-05-13,PublicEvent,850
2016-05-13,PushEvent,492718
2016-05-14,PullRequestReviewCommentEvent,6345
2016-05-14,DeleteEvent,13033
2016-05-14,IssuesEvent,21647
2016-05-14,ForkEvent,18915
2016-05-14,CommitCommentEvent,1579
2016-05-14,CreateEvent,81380
2016-05-14,WatchEvent,50493
2016-05-14,GollumEvent,4169
2016-05-14,MemberEvent,3513
2016-05-14,PushEvent,343287
2016-05-14,IssueCommentEvent,37934
2016-05-14,PullRequestEvent,31164
2016-05-14,PublicEvent,499
2016-05-14,ReleaseEvent,1990
2016-05-15,IssueCommentEvent,37660
2016-05-15,IssuesEvent,21418
2016-05-15,MemberEvent,3033
2016-05-15,PullRequestReviewCommentEvent,6003
2016-05-15,PullRequestEvent,29502
2016-05-15,PushEvent,361151
2016-05-15,CommitCommentEvent,1858
2016-05-15,ReleaseEvent,2114
2016-05-15,PublicEvent,545
2016-05-15,ForkEvent,17725
2016-05-15,CreateEvent,86960
2016-05-15,GollumEvent,4494
2016-05-15,WatchEvent,51291
2016-05-15,DeleteEvent,13422
2016-05-16,GollumEvent,6847
2016-05-16,MemberEvent,6986
2016-05-16,WatchEvent,77629
2016-05-16,IssuesEvent,37108
2016-05-16,PullRequestReviewCommentEvent,17471
2016-05-16,CreateEvent,133531
2016-05-16,IssueCommentEvent,75387
2016-05-16,ForkEvent,28783
2016-05-16,PushEvent,481071
2016-05-16,PublicEvent,808
2016-05-16,DeleteEvent,20546
2016-05-16,ReleaseEvent,2981
2016-05-16,CommitCommentEvent,3182
2016-05-16,PullRequestEvent,53645
2016-05-17,DeleteEvent,24443
2016-05-17,PullRequestEvent,60525
2016-05-17,IssueCommentEvent,88271
2016-05-17,PushEvent,513644
2016-05-17,WatchEvent,84822
2016-05-17,MemberEvent,7066
2016-05-17,IssuesEvent,41394
2016-05-17,CommitCommentEvent,3196
2016-05-17,CreateEvent,134155
2016-05-17,ForkEvent,31671
2016-05-17,GollumEvent,7041
2016-05-17,ReleaseEvent,3273
2016-05-17,PublicEvent,863
2016-05-17,PullRequestReviewCommentEvent,21432
2016-05-18,WatchEvent,86072
2016-05-18,ForkEvent,31673
2016-05-18,DeleteEvent,21355
2016-05-18,GollumEvent,7392
2016-05-18,PullRequestReviewCommentEvent,20640
2016-05-18,PullRequestEvent,60283
2016-05-18,PushEvent,525079
2016-05-18,IssueCommentEvent,87766
2016-05-18,MemberEvent,6889
2016-05-18,CreateEvent,133052
2016-05-18,PublicEvent,851
2016-05-18,ReleaseEvent,4138
2016-05-18,CommitCommentEvent,2914
2016-05-18,IssuesEvent,39681
2016-05-19,CommitCommentEvent,3029
2016-05-19,DeleteEvent,22996
2016-05-19,IssuesEvent,38734
2016-05-19,PushEvent,511310
2016-05-19,PullRequestEvent,58858
2016-05-19,GollumEvent,7710
2016-05-19,PublicEvent,869
2016-05-19,PullRequestReviewCommentEvent,19688
2016-05-19,ReleaseEvent,4056
2016-05-19,CreateEvent,131225
2016-05-19,IssueCommentEvent,83684
2016-05-19,MemberEvent,6952
2016-05-19,ForkEvent,32529
2016-05-19,WatchEvent,88085
2016-05-20,ReleaseEvent,3577
2016-05-20,CommitCommentEvent,2665
2016-05-20,IssuesEvent,36304
2016-05-20,PublicEvent,818
2016-05-20,WatchEvent,81930
2016-05-20,GollumEvent,6513
2016-05-20,CreateEvent,120250
2016-05-20,MemberEvent,6033
2016-05-20,PullRequestEvent,54558
2016-05-20,PushEvent,497129
2016-05-20,DeleteEvent,20286
2016-05-20,ForkEvent,28283
2016-05-20,PullRequestReviewCommentEvent,17267
2016-05-20,IssueCommentEvent,79618
2016-05-21,CreateEvent,79785
2016-05-21,WatchEvent,52920
2016-05-21,GollumEvent,4263
2016-05-21,PublicEvent,463
2016-05-21,PushEvent,368594
2016-05-21,IssuesEvent,20612
2016-05-21,MemberEvent,3709
2016-05-21,CommitCommentEvent,1715
2016-05-21,PullRequestEvent,29685
2016-05-21,ForkEvent,17846
2016-05-21,PullRequestReviewCommentEvent,6272
2016-05-21,DeleteEvent,12489
2016-05-21,ReleaseEvent,2055
2016-05-21,IssueCommentEvent,37539
2016-05-22,CommitCommentEvent,1746
2016-05-22,PublicEvent,533
2016-05-22,ForkEvent,17722
2016-05-22,MemberEvent,3641
2016-05-22,IssuesEvent,21696
2016-05-22,PushEvent,387455
2016-05-22,DeleteEvent,12153
2016-05-22,ReleaseEvent,2171
2016-05-22,GollumEvent,4895
2016-05-22,PullRequestReviewCommentEvent,5777
2016-05-22,PullRequestEvent,29082
2016-05-22,WatchEvent,50711
2016-05-22,IssueCommentEvent,37041
2016-05-22,CreateEvent,80050
2016-05-23,CreateEvent,128069
2016-05-23,GollumEvent,6492
2016-05-23,DeleteEvent,24521
2016-05-23,PushEvent,519995
2016-05-23,IssueCommentEvent,79375
2016-05-23,MemberEvent,5747
2016-05-23,PublicEvent,893
2016-05-23,WatchEvent,82874
2016-05-23,ReleaseEvent,3256
2016-05-23,IssuesEvent,36610
2016-05-23,PullRequestReviewCommentEvent,16747
2016-05-23,CommitCommentEvent,2535
2016-05-23,ForkEvent,28089
2016-05-23,PullRequestEvent,54935
2016-05-24,DeleteEvent,24342
2016-05-24,WatchEvent,87140
2016-05-24,PublicEvent,799
2016-05-24,ReleaseEvent,3844
2016-05-24,PullRequestEvent,59215
2016-05-24,PullRequestReviewCommentEvent,20851
2016-05-24,CreateEvent,133860
2016-05-24,ForkEvent,31587
2016-05-24,PushEvent,545047
2016-05-24,IssuesEvent,38950
2016-05-24,CommitCommentEvent,3085
2016-05-24,MemberEvent,4863
2016-05-24,IssueCommentEvent,86347
2016-05-24,GollumEvent,7221
2016-05-25,CreateEvent,131801
2016-05-25,PushEvent,540750
2016-05-25,IssueCommentEvent,88974
2016-05-25,MemberEvent,5379
2016-05-25,PullRequestEvent,61260
2016-05-25,ForkEvent,32002
2016-05-25,GollumEvent,6720
2016-05-25,CommitCommentEvent,3118
2016-05-25,IssuesEvent,38047
2016-05-25,PullRequestReviewCommentEvent,19693
2016-05-25,PublicEvent,807
2016-05-25,DeleteEvent,24964
2016-05-25,WatchEvent,85915
2016-05-25,ReleaseEvent,4013
2016-05-26,GollumEvent,6895
2016-05-26,CommitCommentEvent,2850
2016-05-26,MemberEvent,4413
2016-05-26,CreateEvent,123755
2016-05-26,PullRequestEvent,56885
2016-05-26,ReleaseEvent,3369
2016-05-26,PushEvent,515554
2016-05-26,IssuesEvent,37821
2016-05-26,WatchEvent,81661
2016-05-26,PublicEvent,738
2016-05-26,IssueCommentEvent,82681
2016-05-26,ForkEvent,30479
2016-05-26,DeleteEvent,21627
2016-05-26,PullRequestReviewCommentEvent,18811
2016-05-27,PullRequestReviewCommentEvent,16797
2016-05-27,IssuesEvent,34656
2016-05-27,ReleaseEvent,3080
2016-05-27,WatchEvent,73659
2016-05-27,MemberEvent,4199
2016-05-27,PublicEvent,704
2016-05-27,ForkEvent,27727
2016-05-27,CreateEvent,114590
2016-05-27,IssueCommentEvent,75278
2016-05-27,PullRequestEvent,52684
2016-05-27,DeleteEvent,20123
2016-05-27,GollumEvent,6487
2016-05-27,CommitCommentEvent,2848
2016-05-27,PushEvent,482197
2016-05-28,PublicEvent,441
2016-05-28,WatchEvent,47310
2016-05-28,CreateEvent,74539
2016-05-28,ReleaseEvent,1956
2016-05-28,IssueCommentEvent,35064
2016-05-28,GollumEvent,3540
2016-05-28,DeleteEvent,11779
2016-05-28,CommitCommentEvent,1482
2016-05-28,MemberEvent,2258
2016-05-28,ForkEvent,16887
2016-05-28,PullRequestEvent,26063
2016-05-28,IssuesEvent,19728
2016-05-28,PushEvent,310633
2016-05-28,PullRequestReviewCommentEvent,6098
2016-05-29,PullRequestReviewCommentEvent,6401
2016-05-29,PublicEvent,428
2016-05-29,MemberEvent,1999
2016-05-29,ReleaseEvent,2073
2016-05-29,IssuesEvent,19768
2016-05-29,GollumEvent,3512
2016-05-29,CreateEvent,76554
2016-05-29,WatchEvent,51342
2016-05-29,CommitCommentEvent,1559
2016-05-29,IssueCommentEvent,35580
2016-05-29,DeleteEvent,12197
2016-05-29,PullRequestEvent,26071
2016-05-29,ForkEvent,16344
2016-05-29,PushEvent,326206
2016-05-30,WatchEvent,75743
2016-05-30,IssueCommentEvent,61340
2016-05-30,CommitCommentEvent,2733
2016-05-30,IssuesEvent,31385
2016-05-30,DeleteEvent,34616
2016-05-30,PullRequestEvent,42648
2016-05-30,ForkEvent,26328
2016-05-30,CreateEvent,126470
2016-05-30,GollumEvent,6321
2016-05-30,PullRequestReviewCommentEvent,14086
2016-05-30,PushEvent,443769
2016-05-30,MemberEvent,4081
2016-05-30,PublicEvent,615
2016-05-30,ReleaseEvent,2920
2016-05-31,IssueCommentEvent,83212
2016-05-31,PullRequestEvent,55579
2016-05-31,IssuesEvent,37971
2016-05-31,CreateEvent,124233
2016-05-31,DeleteEvent,22065
2016-05-31,ReleaseEvent,3554
2016-05-31,WatchEvent,82675
2016-05-31,CommitCommentEvent,2838
2016-05-31,PushEvent,500128
2016-05-31,GollumEvent,7478
2016-05-31,MemberEvent,4683
2016-05-31,ForkEvent,29339
2016-05-31,PullRequestReviewCommentEvent,19525
2016-05-31,PublicEvent,780
2016-06-01,IssueCommentEvent,86043
2016-06-01,ReleaseEvent,3234
2016-06-01,WatchEvent,82193
2016-06-01,IssuesEvent,38604
2016-06-01,PublicEvent,901
2016-06-01,PushEvent,499860
2016-06-01,ForkEvent,30359
2016-06-01,CommitCommentEvent,3210
2016-06-01,MemberEvent,4999
2016-06-01,DeleteEvent,20946
2016-06-01,GollumEvent,7256
2016-06-01,PullRequestEvent,57340
2016-06-01,CreateEvent,123603
2016-06-01,PullRequestReviewCommentEvent,21013
2016-06-02,IssuesEvent,39392
2016-06-02,GollumEvent,6386
2016-06-02,CommitCommentEvent,2714
2016-06-02,PushEvent,496498
2016-06-02,DeleteEvent,22050
2016-06-02,ForkEvent,30111
2016-06-02,IssueCommentEvent,87067
2016-06-02,ReleaseEvent,3319
2016-06-02,CreateEvent,126241
2016-06-02,PublicEvent,816
2016-06-02,WatchEvent,83461
2016-06-02,PullRequestEvent,57770
2016-06-02,PullRequestReviewCommentEvent,20438
2016-06-02,MemberEvent,5002
2016-06-03,PullRequestReviewCommentEvent,18511
2016-06-03,PullRequestEvent,53944
2016-06-03,IssueCommentEvent,79345
2016-06-03,IssuesEvent,35753
2016-06-03,ForkEvent,27191
2016-06-03,MemberEvent,4545
2016-06-03,WatchEvent,77430
2016-06-03,PublicEvent,941
2016-06-03,GollumEvent,6470
2016-06-03,CreateEvent,116939
2016-06-03,DeleteEvent,23169
2016-06-03,CommitCommentEvent,2793
2016-06-03,ReleaseEvent,3455
2016-06-03,PushEvent,464569
2016-06-04,WatchEvent,48161
2016-06-04,IssueCommentEvent,37687
2016-06-04,PublicEvent,493
2016-06-04,MemberEvent,2746
2016-06-04,ReleaseEvent,1999
2016-06-04,GollumEvent,4237
2016-06-04,ForkEvent,17154
2016-06-04,PullRequestReviewCommentEvent,5922
2016-06-04,CommitCommentEvent,1520
2016-06-04,IssuesEvent,20225
2016-06-04,PullRequestEvent,28350
2016-06-04,DeleteEvent,12195
2016-06-04,CreateEvent,76511
2016-06-04,PushEvent,323040
2016-06-05,PullRequestReviewCommentEvent,6596
2016-06-05,GollumEvent,4517
2016-06-05,CreateEvent,78921
2016-06-05,ForkEvent,16395
2016-06-05,PublicEvent,502
2016-06-05,IssuesEvent,20387
2016-06-05,PullRequestEvent,27424
2016-06-05,PushEvent,342805
2016-06-05,IssueCommentEvent,36808
2016-06-05,MemberEvent,2066
2016-06-05,CommitCommentEvent,1436
2016-06-05,DeleteEvent,12249
2016-06-05,WatchEvent,49797
2016-06-05,ReleaseEvent,2197
2016-06-06,CreateEvent,118708
2016-06-06,MemberEvent,5083
2016-06-06,WatchEvent,77524
2016-06-06,DeleteEvent,22017
2016-06-06,IssuesEvent,37083
2016-06-06,PublicEvent,836
2016-06-06,ReleaseEvent,3548
2016-06-06,ForkEvent,26780
2016-06-06,PushEvent,473770
2016-06-06,PullRequestReviewCommentEvent,17499
2016-06-06,IssueCommentEvent,78891
2016-06-06,GollumEvent,6316
2016-06-06,PullRequestEvent,52748
2016-06-06,CommitCommentEvent,2966
2016-06-07,MemberEvent,4911
2016-06-07,CommitCommentEvent,2980
2016-06-07,IssueCommentEvent,85374
2016-06-07,WatchEvent,80638
2016-06-07,ReleaseEvent,3464
2016-06-07,PublicEvent,829
2016-06-07,GollumEvent,7058
2016-06-07,PullRequestEvent,57375
2016-06-07,PushEvent,501614
2016-06-07,DeleteEvent,21893
2016-06-07,IssuesEvent,38680
2016-06-07,ForkEvent,29334
2016-06-07,PullRequestReviewCommentEvent,19743
2016-06-07,CreateEvent,125518
2016-06-08,CommitCommentEvent,2960
2016-06-08,PullRequestReviewCommentEvent,21075
2016-06-08,ForkEvent,27699
2016-06-08,WatchEvent,76750
2016-06-08,ReleaseEvent,3702
2016-06-08,PublicEvent,847
2016-06-08,MemberEvent,4434
2016-06-08,IssueCommentEvent,85693
2016-06-08,CreateEvent,130967
2016-06-08,DeleteEvent,22143
2016-06-08,IssuesEvent,38659
2016-06-08,PullRequestEvent,58311
2016-06-08,PushEvent,518091
2016-06-08,GollumEvent,6910
2016-06-09,PullRequestEvent,55072
2016-06-09,IssuesEvent,37376
2016-06-09,MemberEvent,4595
2016-06-09,CreateEvent,118101
2016-06-09,PublicEvent,742
2016-06-09,GollumEvent,6782
2016-06-09,DeleteEvent,23277
2016-06-09,IssueCommentEvent,82489
2016-06-09,WatchEvent,61703
2016-06-09,ForkEvent,23338
2016-06-09,PushEvent,513368
2016-06-09,PullRequestReviewCommentEvent,19755
2016-06-09,CommitCommentEvent,2677
2016-06-09,ReleaseEvent,3618
2016-06-10,ForkEvent,21816
2016-06-10,IssuesEvent,35298
2016-06-10,IssueCommentEvent,74389
2016-06-10,PullRequestEvent,50703
2016-06-10,ReleaseEvent,3458
2016-06-10,PublicEvent,698
2016-06-10,CommitCommentEvent,2477
2016-06-10,MemberEvent,3776
2016-06-10,WatchEvent,58447
2016-06-10,PullRequestReviewCommentEvent,18133
2016-06-10,PushEvent,455905
2016-06-10,CreateEvent,108926
2016-06-10,DeleteEvent,20377
2016-06-10,GollumEvent,5881
2016-06-11,IssuesEvent,19226
2016-06-11,IssueCommentEvent,36706
2016-06-11,PullRequestReviewCommentEvent,6008
2016-06-11,MemberEvent,2364
2016-06-11,DeleteEvent,12577
2016-06-11,PublicEvent,444
2016-06-11,CommitCommentEvent,1487
2016-06-11,WatchEvent,42867
2016-06-11,PushEvent,296549
2016-06-11,PullRequestEvent,27038
2016-06-11,ReleaseEvent,2182
2016-06-11,ForkEvent,15646
2016-06-11,CreateEvent,75015
2016-06-11,GollumEvent,3816
2016-06-12,GollumEvent,4795
2016-06-12,PullRequestReviewCommentEvent,5908
2016-06-12,DeleteEvent,12242
2016-06-12,PushEvent,328056
2016-06-12,PullRequestEvent,27108
2016-06-12,IssueCommentEvent,35886
2016-06-12,WatchEvent,57748
2016-06-12,ForkEvent,20899
2016-06-12,MemberEvent,2018
2016-06-12,IssuesEvent,22095
2016-06-12,CreateEvent,82485
